image_path,binary_mask_path
dataset/1k_images/client_data/training_data/data/final_render_472_y-21.68_z20.11_pupil_diameter_1.26mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_472_y-21.68_z20.11_pupil_diameter_1.26mm.jpg0472.jpg
dataset/1k_images/client_data/training_data/data/final_render_473_y23.39_z9.36_pupil_diameter_6.88mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_473_y23.39_z9.36_pupil_diameter_6.88mm.jpg0473.jpg
dataset/1k_images/client_data/training_data/data/final_render_474_y-17.67_z-10.76_pupil_diameter_3.08mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_474_y-17.67_z-10.76_pupil_diameter_3.08mm.jpg0474.jpg
dataset/1k_images/client_data/training_data/data/final_render_475_y14.41_z-29.69_pupil_diameter_7.83mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_475_y14.41_z-29.69_pupil_diameter_7.83mm.jpg0475.jpg
dataset/1k_images/client_data/training_data/data/final_render_476_y-11.97_z21.72_pupil_diameter_7.60mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_476_y-11.97_z21.72_pupil_diameter_7.60mm.jpg0476.jpg
dataset/1k_images/client_data/training_data/data/final_render_477_y-23.81_z17.62_pupil_diameter_7.44mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_477_y-23.81_z17.62_pupil_diameter_7.44mm.jpg0477.jpg
dataset/1k_images/client_data/training_data/data/final_render_478_y-16.42_z19.99_pupil_diameter_2.10mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_478_y-16.42_z19.99_pupil_diameter_2.10mm.jpg0478.jpg
dataset/1k_images/client_data/training_data/data/final_render_479_y-9.26_z-17.76_pupil_diameter_2.31mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_479_y-9.26_z-17.76_pupil_diameter_2.31mm.jpg0479.jpg
dataset/1k_images/client_data/training_data/data/final_render_47_y11.29_z-10.67_pupil_diameter_5.53mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_47_y11.29_z-10.67_pupil_diameter_5.53mm.jpg0047.jpg
dataset/1k_images/client_data/training_data/data/final_render_480_y-26.20_z-4.51_pupil_diameter_7.30mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_480_y-26.20_z-4.51_pupil_diameter_7.30mm.jpg0480.jpg
dataset/1k_images/client_data/training_data/data/final_render_481_y-24.98_z-29.59_pupil_diameter_4.07mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_481_y-24.98_z-29.59_pupil_diameter_4.07mm.jpg0481.jpg
dataset/1k_images/client_data/training_data/data/final_render_482_y-15.81_z15.27_pupil_diameter_3.78mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_482_y-15.81_z15.27_pupil_diameter_3.78mm.jpg0482.jpg
dataset/1k_images/client_data/training_data/data/final_render_483_y22.60_z-25.99_pupil_diameter_3.55mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_483_y22.60_z-25.99_pupil_diameter_3.55mm.jpg0483.jpg
dataset/1k_images/client_data/training_data/data/final_render_484_y2.03_z-3.08_pupil_diameter_2.49mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_484_y2.03_z-3.08_pupil_diameter_2.49mm.jpg0484.jpg
dataset/1k_images/client_data/training_data/data/final_render_485_y-26.52_z12.13_pupil_diameter_2.86mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_485_y-26.52_z12.13_pupil_diameter_2.86mm.jpg0485.jpg
dataset/1k_images/client_data/training_data/data/final_render_486_y-3.50_z-17.67_pupil_diameter_6.69mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_486_y-3.50_z-17.67_pupil_diameter_6.69mm.jpg0486.jpg
dataset/1k_images/client_data/training_data/data/final_render_487_y-3.97_z23.24_pupil_diameter_7.77mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_487_y-3.97_z23.24_pupil_diameter_7.77mm.jpg0487.jpg
dataset/1k_images/client_data/training_data/data/final_render_488_y-22.19_z1.42_pupil_diameter_7.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_488_y-22.19_z1.42_pupil_diameter_7.35mm.jpg0488.jpg
dataset/1k_images/client_data/training_data/data/final_render_489_y3.55_z-9.30_pupil_diameter_2.03mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_489_y3.55_z-9.30_pupil_diameter_2.03mm.jpg0489.jpg
dataset/1k_images/client_data/training_data/data/final_render_48_y-15.15_z-7.19_pupil_diameter_5.96mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_48_y-15.15_z-7.19_pupil_diameter_5.96mm.jpg0048.jpg
dataset/1k_images/client_data/training_data/data/final_render_490_y-3.65_z9.50_pupil_diameter_2.94mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_490_y-3.65_z9.50_pupil_diameter_2.94mm.jpg0490.jpg
dataset/1k_images/client_data/training_data/data/final_render_491_y-1.71_z4.21_pupil_diameter_2.64mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_491_y-1.71_z4.21_pupil_diameter_2.64mm.jpg0491.jpg
dataset/1k_images/client_data/training_data/data/final_render_492_y19.34_z-9.01_pupil_diameter_5.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_492_y19.34_z-9.01_pupil_diameter_5.35mm.jpg0492.jpg
dataset/1k_images/client_data/training_data/data/final_render_493_y7.60_z11.56_pupil_diameter_5.39mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_493_y7.60_z11.56_pupil_diameter_5.39mm.jpg0493.jpg
dataset/1k_images/client_data/training_data/data/final_render_494_y22.77_z-26.99_pupil_diameter_1.97mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_494_y22.77_z-26.99_pupil_diameter_1.97mm.jpg0494.jpg
dataset/1k_images/client_data/training_data/data/final_render_495_y25.25_z-10.98_pupil_diameter_3.51mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_495_y25.25_z-10.98_pupil_diameter_3.51mm.jpg0495.jpg
dataset/1k_images/client_data/training_data/data/final_render_496_y-2.88_z-29.27_pupil_diameter_6.85mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_496_y-2.88_z-29.27_pupil_diameter_6.85mm.jpg0496.jpg
dataset/1k_images/client_data/training_data/data/final_render_497_y25.00_z-24.62_pupil_diameter_3.57mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_497_y25.00_z-24.62_pupil_diameter_3.57mm.jpg0497.jpg
dataset/1k_images/client_data/training_data/data/final_render_498_y-3.75_z3.01_pupil_diameter_7.97mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_498_y-3.75_z3.01_pupil_diameter_7.97mm.jpg0498.jpg
dataset/1k_images/client_data/training_data/data/final_render_499_y-21.65_z3.72_pupil_diameter_5.21mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_499_y-21.65_z3.72_pupil_diameter_5.21mm.jpg0499.jpg
dataset/1k_images/client_data/training_data/data/final_render_49_y26.16_z21.78_pupil_diameter_5.89mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_49_y26.16_z21.78_pupil_diameter_5.89mm.jpg0049.jpg
dataset/1k_images/client_data/training_data/data/final_render_4_y21.77_z15.09_pupil_diameter_2.17mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_4_y21.77_z15.09_pupil_diameter_2.17mm.jpg0004.jpg
dataset/1k_images/client_data/training_data/data/final_render_500_y-14.11_z26.24_pupil_diameter_4.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_500_y-14.11_z26.24_pupil_diameter_4.35mm.jpg0500.jpg
dataset/1k_images/client_data/training_data/data/final_render_501_y-5.82_z13.13_pupil_diameter_4.31mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_501_y-5.82_z13.13_pupil_diameter_4.31mm.jpg0501.jpg
dataset/1k_images/client_data/training_data/data/final_render_502_y15.97_z-23.79_pupil_diameter_7.88mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_502_y15.97_z-23.79_pupil_diameter_7.88mm.jpg0502.jpg
dataset/1k_images/client_data/training_data/data/final_render_503_y5.76_z21.17_pupil_diameter_6.81mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_503_y5.76_z21.17_pupil_diameter_6.81mm.jpg0503.jpg
dataset/1k_images/client_data/training_data/data/final_render_504_y9.58_z18.54_pupil_diameter_2.92mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_504_y9.58_z18.54_pupil_diameter_2.92mm.jpg0504.jpg
dataset/1k_images/client_data/training_data/data/final_render_505_y29.64_z-25.33_pupil_diameter_3.15mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_505_y29.64_z-25.33_pupil_diameter_3.15mm.jpg0505.jpg
dataset/1k_images/client_data/training_data/data/final_render_506_y19.56_z1.65_pupil_diameter_7.26mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_506_y19.56_z1.65_pupil_diameter_7.26mm.jpg0506.jpg
dataset/1k_images/client_data/training_data/data/final_render_507_y-22.22_z4.39_pupil_diameter_3.83mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_507_y-22.22_z4.39_pupil_diameter_3.83mm.jpg0507.jpg
dataset/1k_images/client_data/training_data/data/final_render_508_y19.07_z7.54_pupil_diameter_1.13mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_508_y19.07_z7.54_pupil_diameter_1.13mm.jpg0508.jpg
dataset/1k_images/client_data/training_data/data/final_render_509_y-26.70_z17.33_pupil_diameter_6.36mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_509_y-26.70_z17.33_pupil_diameter_6.36mm.jpg0509.jpg
dataset/1k_images/client_data/training_data/data/final_render_50_y18.46_z11.70_pupil_diameter_6.89mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_50_y18.46_z11.70_pupil_diameter_6.89mm.jpg0050.jpg
dataset/1k_images/client_data/training_data/data/final_render_510_y24.69_z-13.46_pupil_diameter_6.49mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_510_y24.69_z-13.46_pupil_diameter_6.49mm.jpg0510.jpg
dataset/1k_images/client_data/training_data/data/final_render_511_y-5.14_z-28.15_pupil_diameter_6.16mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_511_y-5.14_z-28.15_pupil_diameter_6.16mm.jpg0511.jpg
dataset/1k_images/client_data/training_data/data/final_render_512_y18.79_z15.10_pupil_diameter_4.68mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_512_y18.79_z15.10_pupil_diameter_4.68mm.jpg0512.jpg
dataset/1k_images/client_data/training_data/data/final_render_513_y22.61_z17.21_pupil_diameter_6.57mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_513_y22.61_z17.21_pupil_diameter_6.57mm.jpg0513.jpg
dataset/1k_images/client_data/training_data/data/final_render_514_y-8.40_z-14.12_pupil_diameter_5.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_514_y-8.40_z-14.12_pupil_diameter_5.35mm.jpg0514.jpg
dataset/1k_images/client_data/training_data/data/final_render_515_y7.25_z-4.67_pupil_diameter_6.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_515_y7.25_z-4.67_pupil_diameter_6.35mm.jpg0515.jpg
dataset/1k_images/client_data/training_data/data/final_render_516_y-2.28_z-24.75_pupil_diameter_4.73mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_516_y-2.28_z-24.75_pupil_diameter_4.73mm.jpg0516.jpg
dataset/1k_images/client_data/training_data/data/final_render_517_y24.70_z-26.93_pupil_diameter_5.28mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_517_y24.70_z-26.93_pupil_diameter_5.28mm.jpg0517.jpg
dataset/1k_images/client_data/training_data/data/final_render_518_y-2.90_z-27.82_pupil_diameter_7.83mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_518_y-2.90_z-27.82_pupil_diameter_7.83mm.jpg0518.jpg
dataset/1k_images/client_data/training_data/data/final_render_519_y-25.85_z-7.08_pupil_diameter_4.97mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_519_y-25.85_z-7.08_pupil_diameter_4.97mm.jpg0519.jpg
dataset/1k_images/client_data/training_data/data/final_render_51_y-11.63_z21.22_pupil_diameter_1.42mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_51_y-11.63_z21.22_pupil_diameter_1.42mm.jpg0051.jpg
dataset/1k_images/client_data/training_data/data/final_render_520_y-22.78_z-26.51_pupil_diameter_4.21mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_520_y-22.78_z-26.51_pupil_diameter_4.21mm.jpg0520.jpg
dataset/1k_images/client_data/training_data/data/final_render_521_y16.03_z27.10_pupil_diameter_7.56mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_521_y16.03_z27.10_pupil_diameter_7.56mm.jpg0521.jpg
dataset/1k_images/client_data/training_data/data/final_render_522_y-8.73_z12.71_pupil_diameter_7.93mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_522_y-8.73_z12.71_pupil_diameter_7.93mm.jpg0522.jpg
dataset/1k_images/client_data/training_data/data/final_render_523_y-17.93_z-23.65_pupil_diameter_5.02mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_523_y-17.93_z-23.65_pupil_diameter_5.02mm.jpg0523.jpg
dataset/1k_images/client_data/training_data/data/final_render_524_y-14.76_z-26.31_pupil_diameter_5.13mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_524_y-14.76_z-26.31_pupil_diameter_5.13mm.jpg0524.jpg
dataset/1k_images/client_data/training_data/data/final_render_525_y-22.75_z-15.25_pupil_diameter_3.94mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_525_y-22.75_z-15.25_pupil_diameter_3.94mm.jpg0525.jpg
dataset/1k_images/client_data/training_data/data/final_render_526_y28.29_z7.55_pupil_diameter_1.13mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_526_y28.29_z7.55_pupil_diameter_1.13mm.jpg0526.jpg
dataset/1k_images/client_data/training_data/data/final_render_527_y17.15_z-8.78_pupil_diameter_5.33mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_527_y17.15_z-8.78_pupil_diameter_5.33mm.jpg0527.jpg
dataset/1k_images/client_data/training_data/data/final_render_528_y23.14_z-19.82_pupil_diameter_1.05mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_528_y23.14_z-19.82_pupil_diameter_1.05mm.jpg0528.jpg
dataset/1k_images/client_data/training_data/data/final_render_529_y23.07_z-23.51_pupil_diameter_6.74mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_529_y23.07_z-23.51_pupil_diameter_6.74mm.jpg0529.jpg
dataset/1k_images/client_data/training_data/data/final_render_52_y8.66_z0.63_pupil_diameter_7.36mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_52_y8.66_z0.63_pupil_diameter_7.36mm.jpg0052.jpg
dataset/1k_images/client_data/training_data/data/final_render_530_y-2.89_z-6.36_pupil_diameter_3.74mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_530_y-2.89_z-6.36_pupil_diameter_3.74mm.jpg0530.jpg
dataset/1k_images/client_data/training_data/data/final_render_531_y-28.02_z-25.40_pupil_diameter_7.58mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_531_y-28.02_z-25.40_pupil_diameter_7.58mm.jpg0531.jpg
dataset/1k_images/client_data/training_data/data/final_render_532_y19.52_z27.62_pupil_diameter_7.83mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_532_y19.52_z27.62_pupil_diameter_7.83mm.jpg0532.jpg
dataset/1k_images/client_data/training_data/data/final_render_533_y23.32_z-6.87_pupil_diameter_6.61mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_533_y23.32_z-6.87_pupil_diameter_6.61mm.jpg0533.jpg
dataset/1k_images/client_data/training_data/data/final_render_534_y13.48_z-3.91_pupil_diameter_6.60mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_534_y13.48_z-3.91_pupil_diameter_6.60mm.jpg0534.jpg
dataset/1k_images/client_data/training_data/data/final_render_535_y-24.60_z-4.76_pupil_diameter_7.88mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_535_y-24.60_z-4.76_pupil_diameter_7.88mm.jpg0535.jpg
dataset/1k_images/client_data/training_data/data/final_render_536_y12.64_z15.73_pupil_diameter_6.48mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_536_y12.64_z15.73_pupil_diameter_6.48mm.jpg0536.jpg
dataset/1k_images/client_data/training_data/data/final_render_537_y24.82_z-12.50_pupil_diameter_3.56mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_537_y24.82_z-12.50_pupil_diameter_3.56mm.jpg0537.jpg
dataset/1k_images/client_data/training_data/data/final_render_538_y-15.89_z19.56_pupil_diameter_2.20mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_538_y-15.89_z19.56_pupil_diameter_2.20mm.jpg0538.jpg
dataset/1k_images/client_data/training_data/data/final_render_539_y-10.94_z-22.81_pupil_diameter_1.47mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_539_y-10.94_z-22.81_pupil_diameter_1.47mm.jpg0539.jpg
dataset/1k_images/client_data/training_data/data/final_render_53_y27.53_z-27.22_pupil_diameter_7.28mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_53_y27.53_z-27.22_pupil_diameter_7.28mm.jpg0053.jpg
dataset/1k_images/client_data/training_data/data/final_render_540_y12.87_z-29.70_pupil_diameter_7.07mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_540_y12.87_z-29.70_pupil_diameter_7.07mm.jpg0540.jpg
dataset/1k_images/client_data/training_data/data/final_render_541_y-2.15_z-7.38_pupil_diameter_7.53mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_541_y-2.15_z-7.38_pupil_diameter_7.53mm.jpg0541.jpg
dataset/1k_images/client_data/training_data/data/final_render_542_y10.76_z12.82_pupil_diameter_7.09mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_542_y10.76_z12.82_pupil_diameter_7.09mm.jpg0542.jpg
dataset/1k_images/client_data/training_data/data/final_render_543_y24.52_z5.50_pupil_diameter_4.79mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_543_y24.52_z5.50_pupil_diameter_4.79mm.jpg0543.jpg
dataset/1k_images/client_data/training_data/data/final_render_544_y0.73_z-16.01_pupil_diameter_4.88mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_544_y0.73_z-16.01_pupil_diameter_4.88mm.jpg0544.jpg
dataset/1k_images/client_data/training_data/data/final_render_545_y23.03_z29.09_pupil_diameter_3.17mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_545_y23.03_z29.09_pupil_diameter_3.17mm.jpg0545.jpg
dataset/1k_images/client_data/training_data/data/final_render_546_y26.98_z16.82_pupil_diameter_2.94mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_546_y26.98_z16.82_pupil_diameter_2.94mm.jpg0546.jpg
dataset/1k_images/client_data/training_data/data/final_render_547_y-8.42_z0.38_pupil_diameter_2.41mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_547_y-8.42_z0.38_pupil_diameter_2.41mm.jpg0547.jpg
dataset/1k_images/client_data/training_data/data/final_render_548_y-21.77_z-2.86_pupil_diameter_4.98mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_548_y-21.77_z-2.86_pupil_diameter_4.98mm.jpg0548.jpg
dataset/1k_images/client_data/training_data/data/final_render_549_y-21.52_z21.16_pupil_diameter_1.73mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_549_y-21.52_z21.16_pupil_diameter_1.73mm.jpg0549.jpg
dataset/1k_images/client_data/training_data/data/final_render_54_y-17.01_z-5.90_pupil_diameter_3.65mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_54_y-17.01_z-5.90_pupil_diameter_3.65mm.jpg0054.jpg
dataset/1k_images/client_data/training_data/data/final_render_550_y-1.97_z1.17_pupil_diameter_1.14mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_550_y-1.97_z1.17_pupil_diameter_1.14mm.jpg0550.jpg
dataset/1k_images/client_data/training_data/data/final_render_551_y0.78_z17.91_pupil_diameter_7.80mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_551_y0.78_z17.91_pupil_diameter_7.80mm.jpg0551.jpg
dataset/1k_images/client_data/training_data/data/final_render_552_y-17.99_z16.95_pupil_diameter_6.52mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_552_y-17.99_z16.95_pupil_diameter_6.52mm.jpg0552.jpg
dataset/1k_images/client_data/training_data/data/final_render_553_y-0.20_z11.98_pupil_diameter_4.57mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_553_y-0.20_z11.98_pupil_diameter_4.57mm.jpg0553.jpg
dataset/1k_images/client_data/training_data/data/final_render_554_y2.60_z-4.78_pupil_diameter_3.07mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_554_y2.60_z-4.78_pupil_diameter_3.07mm.jpg0554.jpg
dataset/1k_images/client_data/training_data/data/final_render_555_y5.56_z14.16_pupil_diameter_2.17mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_555_y5.56_z14.16_pupil_diameter_2.17mm.jpg0555.jpg
dataset/1k_images/client_data/training_data/data/final_render_556_y5.83_z-4.58_pupil_diameter_3.91mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_556_y5.83_z-4.58_pupil_diameter_3.91mm.jpg0556.jpg
dataset/1k_images/client_data/training_data/data/final_render_557_y17.54_z21.14_pupil_diameter_5.37mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_557_y17.54_z21.14_pupil_diameter_5.37mm.jpg0557.jpg
dataset/1k_images/client_data/training_data/data/final_render_558_y27.99_z1.76_pupil_diameter_2.96mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_558_y27.99_z1.76_pupil_diameter_2.96mm.jpg0558.jpg
dataset/1k_images/client_data/training_data/data/final_render_559_y-20.44_z-4.32_pupil_diameter_1.43mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_559_y-20.44_z-4.32_pupil_diameter_1.43mm.jpg0559.jpg
dataset/1k_images/client_data/training_data/data/final_render_55_y-17.45_z-24.64_pupil_diameter_5.89mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_55_y-17.45_z-24.64_pupil_diameter_5.89mm.jpg0055.jpg
dataset/1k_images/client_data/training_data/data/final_render_560_y22.76_z-15.10_pupil_diameter_2.95mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_560_y22.76_z-15.10_pupil_diameter_2.95mm.jpg0560.jpg
dataset/1k_images/client_data/training_data/data/final_render_561_y15.48_z18.15_pupil_diameter_1.90mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_561_y15.48_z18.15_pupil_diameter_1.90mm.jpg0561.jpg
dataset/1k_images/client_data/training_data/data/final_render_562_y-4.60_z28.33_pupil_diameter_3.38mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_562_y-4.60_z28.33_pupil_diameter_3.38mm.jpg0562.jpg
dataset/1k_images/client_data/training_data/data/final_render_563_y2.66_z-6.51_pupil_diameter_2.13mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_563_y2.66_z-6.51_pupil_diameter_2.13mm.jpg0563.jpg
dataset/1k_images/client_data/training_data/data/final_render_564_y-20.37_z-3.35_pupil_diameter_6.83mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_564_y-20.37_z-3.35_pupil_diameter_6.83mm.jpg0564.jpg
dataset/1k_images/client_data/training_data/data/final_render_565_y29.21_z8.69_pupil_diameter_2.68mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_565_y29.21_z8.69_pupil_diameter_2.68mm.jpg0565.jpg
dataset/1k_images/client_data/training_data/data/final_render_566_y-24.15_z-29.81_pupil_diameter_5.03mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_566_y-24.15_z-29.81_pupil_diameter_5.03mm.jpg0566.jpg
dataset/1k_images/client_data/training_data/data/final_render_567_y-27.31_z26.83_pupil_diameter_7.59mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_567_y-27.31_z26.83_pupil_diameter_7.59mm.jpg0567.jpg
dataset/1k_images/client_data/training_data/data/final_render_568_y5.02_z-12.36_pupil_diameter_7.44mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_568_y5.02_z-12.36_pupil_diameter_7.44mm.jpg0568.jpg
